positives/0000.jpg  1  664 553 47 114
positives/0001.jpg  1  206 77 165 610
positives/0002.jpg  1  374 224 85 326
positives/0003.jpg  1  337 271 91 294
positives/0004.jpg  2  384 272 60 222  461 284 64 235
positives/0005.jpg  1  262 1 168 686
positives/0006.jpg  1  260 444 52 191
positives/0007.jpg  1  209 7 166 689
positives/0008.jpg  1  44 353 624 167
positives/0009.jpg  1  246 250 248 184
positives/0010.jpg  1  352 5 185 728
positives/0011.jpg  1  56 499 103 187
positives/0012.jpg  2  519 25 168 615  364 63 148 544
positives/0013.jpg  1  474 353 103 260
positives/0014.jpg  1  548 252 23 70
positives/0015.jpg  1  425 367 140 333
positives/0016.jpg  1  631 511 44 97
positives/0017.jpg  1  483 137 106 427
positives/0018.jpg  1  143 497 50 147
positives/0019.jpg  1  540 157 88 321
positives/0020.jpg  1  597 170 85 332
positives/0021.jpg  1  737 369 119 261
positives/0022.jpg  1  414 388 56 189
positives/0023.jpg  1  274 81 139 534
positives/0024.jpg  1  509 471 38 150
positives/0025.jpg  1  555 146 192 485
positives/0026.jpg  1  224 42 203 708
positives/0027.jpg  1  518 235 94 329
positives/0028.jpg  1  474 40 137 534
positives/0029.jpg  1  535 496 98 209
positives/0030.jpg  1  242 48 179 580
positives/0031.jpg  1  495 232 90 213
positives/0032.jpg  1  452 417 86 228
positives/0033.jpg  1  303 137 81 187
positives/0034.jpg  11  3 193 125 379  140 240 115 327  234 91 169 628  340 203 81 247  138 205 100 360  453 215 102 356  443 135 93 399  575 128 90 392  638 110 111 494  676 95 142 565  809 165 102 372
positives/0035.jpg  1  499 22 137 565
positives/0036.jpg  1  429 279 99 305
positives/0037.jpg  1  264 473 407 152
positives/0038.jpg  1  131 103 150 554
positives/0039.jpg  1  246 294 177 415
positives/0040.jpg  1  454 103 120 423
positives/0041.jpg  1  669 35 81 249
positives/0042.jpg  1  334 386 59 141
positives/0043.jpg  1  347 1 194 748
positives/0044.jpg  1  575 213 119 300
positives/0045.jpg  1  239 299 361 105
positives/0046.jpg  1  66 324 259 386
positives/0047.jpg  1  719 428 87 179
positives/0048.jpg  1  267 9 182 711
positives/0049.jpg  1  484 396 50 167
positives/0050.jpg  1  345 478 75 186
positives/0051.jpg  1  564 413 129 280
positives/0052.jpg  1  254 51 163 635
positives/0053.jpg  2  104 67 175 560  724 106 169 515
positives/0054.jpg  1  193 343 74 256
positives/0055.jpg  1  314 55 157 631
positives/0056.jpg  1  486 322 52 185
positives/0057.jpg  1  190 435 62 114
positives/0058.jpg  1  253 145 134 504
positives/0059.jpg  1  574 547 44 160
positives/0060.jpg  1  89 140 170 269
positives/0061.jpg  1  175 51 147 534
